resample_timestamp,SFXFNGCU2003_vibration_1,SFXFNGCU2003_vibration_2
2023-04-24 06:09:14+00:00,0.732950924155513,1.03569152326323
2023-04-24 06:09:15+00:00,0.0318674314850223,0.493945188017846
2023-04-24 06:09:16+00:00,1.09942638623327,1.78457616316125
2023-04-24 06:09:17+00:00,0.717017208413002,1.33843212237094
2023-04-24 06:09:18+00:00,0.605481198215424,3.34608030592734
2023-04-24 06:09:19+00:00,0.366475462077757,1.95984703632887
2023-04-24 06:09:20+00:00,0.302740599107712,0.68514977692798
2023-04-24 06:09:21+00:00,0.637348629700446,0.462077756532823
2023-04-24 06:09:22+00:00,0.97195666029318,0.541746335245379
2023-04-24 06:09:23+00:00,0.111536010197578,0.239005736137667
2023-04-24 06:09:24+00:00,0.541746335245379,2.61312938177183
2023-04-24 06:09:25+00:00,0.239005736137667,1.73677501593372
2023-04-24 06:09:26+00:00,0.1434034416826,2.69279796048439
2023-04-24 06:09:27+00:00,0.334608030592734,0.41427660930529
2023-04-24 06:09:28+00:00,0.382409177820268,1.1472275334608
2023-04-24 06:09:29+00:00,0.41427660930529,0.286806883365201
2023-04-24 06:09:30+00:00,0.159337157425112,0.732950924155513
2023-04-24 06:09:31+00:00,0.525812619502868,0.493945188017846
2023-04-24 06:09:32+00:00,0.637348629700446,1.05162523900574
2023-04-24 06:09:33+00:00,0.493945188017846,1.67304015296367
2023-04-24 06:09:34+00:00,0.0637348629700446,0.207138304652645
2023-04-24 06:09:35+00:00,0.366475462077757,0.637348629700446
2023-04-24 06:09:36+00:00,0.334608030592734,0.621414913957935
2023-04-24 06:09:37+00:00,0.589547482472913,0.525812619502868
2023-04-24 06:09:38+00:00,0.525812619502868,1.25876354365838
2023-04-24 06:09:39+00:00,0.0796685787125558,0.82855321861058
2023-04-24 06:09:40+00:00,0.717017208413002,1.40216698534098
2023-04-24 06:09:41+00:00,0.956022944550669,0.780752071383047
2023-04-24 06:09:42+00:00,0.82855321861058,0.876354365838113
2023-04-24 06:09:43+00:00,0.892288081580625,0.446144040790312
2023-04-24 06:09:44+00:00,0.589547482472913,1.91204588910134
2023-04-24 06:09:45+00:00,0.0956022944550669,1.92797960484385
2023-04-24 06:09:46+00:00,0.780752071383047,0.908221797323136
2023-04-24 06:09:47+00:00,0.0478011472275335,0.717017208413002
2023-04-24 06:09:48+00:00,1.06755895474825,1.08349267049076
2023-04-24 06:09:49+00:00,0.127469725940089,1.27469725940089
2023-04-24 06:09:50+00:00,0.159337157425112,2.18291905672403
2023-04-24 06:09:51+00:00,0.844486934353091,2.91586998087954
2023-04-24 06:09:52+00:00,1.09942638623327,3.36201402166985
2023-04-24 06:09:53+00:00,0.605481198215424,1.54557042702358
2023-04-24 06:09:54+00:00,0.207138304652645,1.25876354365838
2023-04-24 06:09:55+00:00,0.0159337157425112,0.318674314850223
2023-04-24 06:09:56+00:00,0.398342893562779,3.25047801147228
2023-04-24 06:09:57+00:00,0.207138304652645,1.48183556405354
